kategori_makanan,tahun,date,ratarata_pengeluaran_per_kapita,iqr_low,iqr_high,expenditure_value,outlier_iqr
Telur dan susu/Eggs and milk,2024,03/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,04/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,05/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,06/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,07/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,08/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,09/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,10/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,11/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,12/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,13/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,14/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,15/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,16/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,17/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,18/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,19/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,20/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,21/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,22/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,23/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,24/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,25/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,26/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,27/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,28/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,29/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,30/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,31/10/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,01/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,02/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,03/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,04/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,05/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,06/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,07/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,08/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,09/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,10/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,11/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,12/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,13/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,14/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,15/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,16/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,17/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,18/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,19/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,20/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,21/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,22/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,23/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,24/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,25/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,26/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,27/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,28/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,29/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,30/11/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,01/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,02/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,03/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,04/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,05/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,06/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,07/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,08/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,09/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,10/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,11/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,12/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,13/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,14/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,15/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,16/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,17/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,18/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,19/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,20/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,21/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,22/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,23/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,24/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,25/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,26/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,27/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,28/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,29/12/2024,14456.72131,14071.52373,14687.83986,14456.72131,FALSE
Telur dan susu/Eggs and milk,2024,30/12/2024,4130.491803,14071.52373,14687.83986,4130.491803,TRUE
Telur dan susu/Eggs and milk,2024,31/12/2024,4130.491803,14071.52373,14687.83986,4130.491803,TRUE
Telur dan susu/Eggs and milk,2024,01/01/2025,4130.491803,14071.52373,14687.83986,4130.491803,TRUE
Telur dan susu/Eggs and milk,2024,02/01/2025,4130.491803,14071.52373,14687.83986,4130.491803,TRUE
Telur dan susu/Eggs and milk,2024,03/01/2025,4130.491803,14071.52373,14687.83986,4130.491803,TRUE
Telur dan susu/Eggs and milk,2024,04/01/2025,4130.491803,14071.52373,14687.83986,4130.491803,TRUE
Telur dan susu/Eggs and milk,2024,05/01/2025,4130.491803,14071.52373,14687.83986,4130.491803,TRUE
Telur dan susu/Eggs and milk,2025,30/12/2024,10216.17306,14071.52373,14687.83986,10216.17306,TRUE
Telur dan susu/Eggs and milk,2025,31/12/2024,10216.17306,14071.52373,14687.83986,10216.17306,TRUE
Telur dan susu/Eggs and milk,2025,01/01/2025,10216.17306,14071.52373,14687.83986,10216.17306,TRUE
Telur dan susu/Eggs and milk,2025,02/01/2025,10216.17306,14071.52373,14687.83986,10216.17306,TRUE
Telur dan susu/Eggs and milk,2025,03/01/2025,10216.17306,14071.52373,14687.83986,10216.17306,TRUE
Telur dan susu/Eggs and milk,2025,04/01/2025,10216.17306,14071.52373,14687.83986,10216.17306,TRUE
Telur dan susu/Eggs and milk,2025,05/01/2025,10216.17306,14071.52373,14687.83986,10216.17306,TRUE
Telur dan susu/Eggs and milk,2025,06/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,07/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,08/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,09/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,10/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,11/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,12/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,13/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,14/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,15/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,16/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,17/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,18/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,19/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,20/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,21/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,22/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,23/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,24/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,25/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,26/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,27/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,28/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,29/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,30/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,31/01/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,01/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,02/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,03/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,04/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,05/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,06/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,07/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,08/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,09/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,10/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,11/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,12/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,13/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,14/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,15/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,16/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,17/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,18/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,19/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,20/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,21/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,22/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,23/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,24/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,25/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,26/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,27/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,28/02/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,01/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,02/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,03/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,04/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,05/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,06/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,07/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,08/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,09/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,10/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,11/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,12/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,13/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,14/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,15/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,16/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,17/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,18/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,19/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,20/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,21/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,22/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,23/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,24/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,25/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,26/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,27/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,28/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,29/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,30/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,31/03/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,01/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,02/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,03/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,04/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,05/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,06/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,07/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,08/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,09/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,10/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,11/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,12/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,13/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,14/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,15/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,16/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,17/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,18/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,19/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,20/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,21/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,22/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,23/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,24/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,25/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,26/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,27/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,28/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,29/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,30/04/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,01/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,02/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,03/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,04/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,05/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,06/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,07/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,08/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,09/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,10/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,11/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,12/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,13/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,14/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,15/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,16/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,17/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,18/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,19/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,20/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,21/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,22/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,23/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,24/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,25/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,26/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,27/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,28/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,29/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,30/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,31/05/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,01/06/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,02/06/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,03/06/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,04/06/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
Telur dan susu/Eggs and milk,2025,05/06/2025,14302.64228,14071.52373,14687.83986,14302.64228,FALSE
